"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","azimuthTime","azimuthAnxTime","samplesPerBurst","subswath"
"S1B_IW_SLC__1SDV_20210116T101605_20210116T101637_025178_02FF75_CA03","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25178","127","655","2021-01-16T10:16:37.061492Z","2021-01-16T10:16:05Z","SLC","2021-01-16T10:16:05Z","2021-01-16T10:16:37Z","-19.225","-71.5503","-18.544916","-70.135124","-17.996862","-72.479828","-20.449146","-70.605362","-19.891645","-72.979225","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210116T101605_20210116T101637_025178_02FF75_CA03.zip","3676.736491203308","","","0","S1B_IWDV_0654_0661_025178_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210128T101605_20210128T101636_025353_030505_9FF1","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25353","127","655","2021-01-28T10:16:36.675131Z","2021-01-28T10:16:05Z","SLC","2021-01-28T10:16:05Z","2021-01-28T10:16:36Z","-19.2251","-71.55","-18.545019","-70.134796","-17.997","-72.47953","-20.449131","-70.604973","-19.891665","-72.978859","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210128T101605_20210128T101636_025353_030505_9FF1.zip","3667.4132928848267","","","0","S1B_IWDV_0655_0661_025353_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210209T101604_20210209T101636_025528_030AB7_A8AE","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25528","127","655","2021-02-09T10:16:36.296922Z","2021-02-09T10:16:04Z","SLC","2021-02-09T10:16:04Z","2021-02-09T10:16:36Z","-19.2251","-71.55","-18.54509","-70.134811","-17.997061","-72.479538","-20.4492","-70.605003","-19.891726","-72.978882","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210209T101604_20210209T101636_025528_030AB7_A8AE.zip","3946.029974937439","","","0","S1B_IWDV_0654_0661_025528_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210221T101604_20210221T101635_025703_03106A_BE4B","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25703","127","655","2021-02-21T10:16:35.997115Z","2021-02-21T10:16:04Z","SLC","2021-02-21T10:16:04Z","2021-02-21T10:16:35Z","-19.225","-71.5501","-18.545019","-70.134911","-17.996943","-72.479584","-20.449125","-70.605141","-19.891603","-72.978973","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210221T101604_20210221T101635_025703_03106A_BE4B.zip","3825.2133951187134","","","0","S1B_IWDV_0655_0661_025703_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210305T101604_20210305T101635_025878_031624_ABE5","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25878","127","655","2021-03-05T10:16:35.820184Z","2021-03-05T10:16:04Z","SLC","2021-03-05T10:16:04Z","2021-03-05T10:16:35Z","-19.2248","-71.5496","-18.544769","-70.134499","-17.996693","-72.479126","-20.448877","-70.604729","-19.891354","-72.978516","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210305T101604_20210305T101635_025878_031624_ABE5.zip","3682.9610958099365","","","0","S1B_IWDV_0655_0661_025878_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210317T101604_20210317T101635_026053_031BCF_EB69","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26053","127","655","2021-03-17T10:16:35.803064Z","2021-03-17T10:16:04Z","SLC","2021-03-17T10:16:04Z","2021-03-17T10:16:35Z","-19.2247","-71.5495","-18.544586","-70.134346","-17.99654","-72.478958","-20.448952","-70.604607","-19.891455","-72.978386","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210317T101604_20210317T101635_026053_031BCF_EB69.zip","3816.7379264831543","","","0","S1B_IWDV_0655_0661_026053_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210329T101604_20210329T101636_026228_032159_3476","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26228","127","655","2021-03-29T10:16:36.152238Z","2021-03-29T10:16:04Z","SLC","2021-03-29T10:16:04Z","2021-03-29T10:16:36Z","-19.2252","-71.5497","-18.545134","-70.134575","-17.997112","-72.479279","-20.449385","-70.604744","-19.891912","-72.978622","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210329T101604_20210329T101636_026228_032159_3476.zip","3816.514718055725","","","0","S1B_IWDV_0654_0661_026228_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210410T101604_20210410T101636_026403_0326E4_B215","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26403","127","655","2021-04-10T10:16:36.595007Z","2021-04-10T10:16:04Z","SLC","2021-04-10T10:16:04Z","2021-04-10T10:16:36Z","-19.2251","-71.5496","-18.545496","-70.134491","-17.997404","-72.479416","-20.448736","-70.604424","-19.891197","-72.978516","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210410T101604_20210410T101636_026403_0326E4_B215.zip","3848.705047607422","","","0","S1B_IWDV_0654_0661_026403_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210422T101605_20210422T101637_026578_032C84_EE5C","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26578","127","655","2021-04-22T10:16:37.196443Z","2021-04-22T10:16:05Z","SLC","2021-04-22T10:16:05Z","2021-04-22T10:16:37Z","-19.2247","-71.5496","-18.544703","-70.134338","-17.996595","-72.47924","-20.448807","-70.6045","-19.891251","-72.978577","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210422T101605_20210422T101637_026578_032C84_EE5C.zip","3849.331325531006","","","0","S1B_IWDV_0654_0661_026578_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210504T101605_20210504T101637_026753_03321E_3888","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26753","127","655","2021-05-04T10:16:37.567419Z","2021-05-04T10:16:05Z","SLC","2021-05-04T10:16:05Z","2021-05-04T10:16:37Z","-19.2243","-71.5487","-18.544508","-70.133545","-17.996431","-72.478409","-20.448248","-70.6036","-19.89072","-72.977631","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210504T101605_20210504T101637_026753_03321E_3888.zip","3712.701707839966","","","0","S1B_IWDV_0654_0661_026753_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210516T101606_20210516T101638_026928_033799_6844","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","26928","127","655","2021-05-16T10:16:38.330928Z","2021-05-16T10:16:06Z","SLC","2021-05-16T10:16:06Z","2021-05-16T10:16:38Z","-19.2245","-71.5496","-18.544647","-70.134438","-17.996563","-72.479332","-20.448507","-70.604523","-19.890974","-72.978584","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210516T101606_20210516T101638_026928_033799_6844.zip","3828.662525177002","","","0","S1B_IWDV_0655_0661_026928_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210528T101607_20210528T101638_027103_033CDE_782E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27103","127","655","2021-05-28T10:16:38.910483Z","2021-05-28T10:16:07Z","SLC","2021-05-28T10:16:07Z","2021-05-28T10:16:38Z","-19.2247","-71.5487","-18.544849","-70.13343","-17.996756","-72.47847","-20.448704","-70.603493","-19.891159","-72.977707","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210528T101607_20210528T101638_027103_033CDE_782E.zip","3695.771005630493","","","0","S1B_IWDV_0654_0661_027103_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210609T101608_20210609T101639_027278_03421E_DACD","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27278","127","655","2021-06-09T10:16:39.740189Z","2021-06-09T10:16:08Z","SLC","2021-06-09T10:16:08Z","2021-06-09T10:16:39Z","-19.2251","-71.5497","-18.54546","-70.134506","-17.997375","-72.479462","-20.448822","-70.604454","-19.891293","-72.978584","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210609T101608_20210609T101639_027278_03421E_DACD.zip","3690.4369373321533","","","0","S1B_IWDV_0655_0661_027278_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210621T101608_20210621T101640_027453_034752_0DBF","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27453","127","655","2021-06-21T10:16:40.438702Z","2021-06-21T10:16:08Z","SLC","2021-06-21T10:16:08Z","2021-06-21T10:16:40Z","-19.2249","-71.5498","-18.544943","-70.134621","-17.996878","-72.479446","-20.448936","-70.604736","-19.89142","-72.978737","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210621T101608_20210621T101640_027453_034752_0DBF.zip","3845.231780052185","","","0","S1B_IWDV_0654_0661_027453_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210703T101609_20210703T101641_027628_034C31_26B9","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27628","127","655","2021-07-03T10:16:41.080518Z","2021-07-03T10:16:09Z","SLC","2021-07-03T10:16:09Z","2021-07-03T10:16:41Z","-19.2249","-71.5491","-18.544939","-70.133873","-17.996824","-72.478836","-20.448915","-70.604004","-19.891352","-72.978134","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210703T101609_20210703T101641_027628_034C31_26B9.zip","3641.091830253601","","","0","S1B_IWDV_0654_0661_027628_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210715T101610_20210715T101641_027803_03515E_10B7","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27803","127","655","2021-07-15T10:16:41.797636Z","2021-07-15T10:16:10Z","SLC","2021-07-15T10:16:10Z","2021-07-15T10:16:41Z","-19.2249","-71.5493","-18.545061","-70.134148","-17.99696","-72.479027","-20.448923","-70.604248","-19.891373","-72.978302","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210715T101610_20210715T101641_027803_03515E_10B7.zip","3909.653483390808","","","0","S1B_IWDV_0654_0661_027803_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210727T101610_20210727T101642_027978_03568B_0C4F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","27978","127","655","2021-07-27T10:16:42.612893Z","2021-07-27T10:16:10Z","SLC","2021-07-27T10:16:10Z","2021-07-27T10:16:42Z","-19.2247","-71.5488","-18.544739","-70.133591","-17.996626","-72.478561","-20.448717","-70.603714","-19.891153","-72.977859","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210727T101610_20210727T101642_027978_03568B_0C4F.zip","3903.309638977051","","","0","S1B_IWDV_0654_0661_027978_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210808T101611_20210808T101643_028153_035BD5_6E94","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28153","127","655","2021-08-08T10:16:43.207966Z","2021-08-08T10:16:11Z","SLC","2021-08-08T10:16:11Z","2021-08-08T10:16:43Z","-19.2249","-71.5486","-18.54495","-70.133324","-17.99688","-72.478279","-20.448935","-70.603416","-19.891415","-72.977547","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210808T101611_20210808T101643_028153_035BD5_6E94.zip","3839.2257442474365","","","0","S1B_IWDV_0654_0661_028153_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210820T101612_20210820T101643_028328_03614D_6006","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28328","127","655","2021-08-20T10:16:43.823905Z","2021-08-20T10:16:12Z","SLC","2021-08-20T10:16:12Z","2021-08-20T10:16:43Z","-19.2253","-71.549","-18.545353","-70.133698","-17.997267","-72.478706","-20.449333","-70.60379","-19.891796","-72.977974","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210820T101612_20210820T101643_028328_03614D_6006.zip","3753.7309732437134","","","0","S1B_IWDV_0654_0661_028328_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210901T101612_20210901T101644_028503_0366C0_873F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28503","127","655","2021-09-01T10:16:44.385528Z","2021-09-01T10:16:12Z","SLC","2021-09-01T10:16:12Z","2021-09-01T10:16:44Z","-19.2251","-71.5499","-18.544933","-70.134552","-17.996805","-72.479462","-20.449404","-70.604836","-19.891823","-72.97892","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210901T101612_20210901T101644_028503_0366C0_873F.zip","3530.2063608169556","","","0","S1B_IWDV_0654_0661_028503_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210913T101613_20210913T101644_028678_036C2F_7835","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28678","127","655","2021-09-13T10:16:44.945678Z","2021-09-13T10:16:13Z","SLC","2021-09-13T10:16:13Z","2021-09-13T10:16:44Z","-19.2254","-71.5497","-18.54558","-70.134422","-17.997431","-72.479439","-20.449425","-70.604538","-19.891827","-72.978729","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210913T101613_20210913T101644_028678_036C2F_7835.zip","3821.425003051758","","","0","S1B_IWDV_0654_0661_028678_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20210925T101613_20210925T101645_028853_037183_F939","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","28853","127","655","2021-09-25T10:16:45.372681Z","2021-09-25T10:16:13Z","SLC","2021-09-25T10:16:13Z","2021-09-25T10:16:45Z","-19.2255","-71.5496","-18.545633","-70.134315","-17.99752","-72.479309","-20.449482","-70.604424","-19.891922","-72.978584","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210925T101613_20210925T101645_028853_037183_F939.zip","3745.7030658721924","","","0","S1B_IWDV_0654_0661_028853_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20211007T101613_20211007T101645_029028_0376C2_B4D5","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","29028","127","655","2021-10-07T10:16:45.478833Z","2021-10-07T10:16:13Z","SLC","2021-10-07T10:16:13Z","2021-10-07T10:16:45Z","-19.2257","-71.5488","-18.545818","-70.133606","-17.997747","-72.478523","-20.449675","-70.603699","-19.892159","-72.977783","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20211007T101613_20211007T101645_029028_0376C2_B4D5.zip","3571.891348838806","","","0","S1B_IWDV_0654_0661_029028_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20211019T101614_20211019T101645_029203_037C38_79C6","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","29203","127","655","2021-10-19T10:16:45.807332Z","2021-10-19T10:16:14Z","SLC","2021-10-19T10:16:14Z","2021-10-19T10:16:45Z","-19.2255","-71.5499","-18.545729","-70.134758","-17.997667","-72.479607","-20.449343","-70.604813","-19.891836","-72.978813","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20211019T101614_20211019T101645_029203_037C38_79C6.zip","3626.3080158233643","","","0","S1B_IWDV_0654_0661_029203_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20211031T101613_20211031T101645_029378_038193_7942","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","29378","127","655","2021-10-31T10:16:45.632716Z","2021-10-31T10:16:13Z","SLC","2021-10-31T10:16:13Z","2021-10-31T10:16:45Z","-19.2248","-71.5503","-18.544752","-70.135056","-17.996679","-72.479797","-20.448986","-70.605301","-19.891464","-72.979202","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20211031T101613_20211031T101645_029378_038193_7942.zip","3504.834394454956","","","0","S1B_IWDV_0654_0661_029378_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20211112T101613_20211112T101645_029553_0386EE_DA39","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","29553","127","655","2021-11-12T10:16:45.355600Z","2021-11-12T10:16:13Z","SLC","2021-11-12T10:16:13Z","2021-11-12T10:16:45Z","-19.2247","-71.5505","-18.544659","-70.135277","-17.996569","-72.47998","-20.448891","-70.605545","-19.891352","-72.979408","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20211112T101613_20211112T101645_029553_0386EE_DA39.zip","3757.4546451568604","","","0","S1B_IWDV_0654_0661_029553_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20211124T101613_20211124T101645_029728_038C5F_0C6E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","29728","127","655","2021-11-24T10:16:45.022591Z","2021-11-24T10:16:13Z","SLC","2021-11-24T10:16:13Z","2021-11-24T10:16:45Z","-19.225","-71.5508","-18.54512","-70.135651","-17.99708","-72.480309","-20.448988","-70.605804","-19.891502","-72.979607","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20211124T101613_20211124T101645_029728_038C5F_0C6E.zip","3758.4564695358276","","","0","S1B_IWDV_0654_0661_029728_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20211206T101612_20211206T101644_029903_0391DF_1319","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","29903","127","655","2021-12-06T10:16:44.521263Z","2021-12-06T10:16:12Z","SLC","2021-12-06T10:16:12Z","2021-12-06T10:16:44Z","-19.2247","-71.5504","-18.544384","-70.135246","-17.996351","-72.479919","-20.448992","-70.605568","-19.891514","-72.979401","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20211206T101612_20211206T101644_029903_0391DF_1319.zip","3503.945921897888","","","0","S1B_IWDV_0654_0661_029903_127","","","","","","","","","","",""
"S1B_IW_SLC__1SDV_20211218T101612_20211218T101644_030078_03976D_DC3E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","30078","127","655","2021-12-18T10:16:44.018418Z","2021-12-18T10:16:12Z","SLC","2021-12-18T10:16:12Z","2021-12-18T10:16:44Z","-19.2248","-71.5498","-18.544893","-70.13472","-17.99688","-72.479378","-20.448759","-70.604851","-19.891302","-72.978661","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20211218T101612_20211218T101644_030078_03976D_DC3E.zip","3743.6064081192017","","","0","S1B_IWDV_0655_0661_030078_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20220306T101704_20220306T101731_042199_050774_9100","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","42199","127","657","2022-03-06T10:17:31.605099Z","2022-03-06T10:17:04Z","SLC","2022-03-06T10:17:04Z","2022-03-06T10:17:31Z","-19.8607","-71.7073","-19.324594","-70.298668","-18.763252","-72.695709","-20.953287","-70.70388","-20.383581","-73.127296","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220306T101704_20220306T101731_042199_050774_9100.zip","3276.373779296875","","","0","S1A_IWDV_0657_0663_042199_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20220318T101704_20220318T101731_042374_050D64_3348","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","42374","127","657","2022-03-18T10:17:31.691750Z","2022-03-18T10:17:04Z","SLC","2022-03-18T10:17:04Z","2022-03-18T10:17:31Z","-19.8607","-71.7068","-19.324436","-70.298157","-18.763119","-72.695251","-20.953505","-70.703423","-20.38382","-73.1269","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220318T101704_20220318T101731_042374_050D64_3348.zip","3277.417311668396","","","0","S1A_IWDV_0657_0663_042374_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20220330T101704_20220330T101731_042549_05135A_B384","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","42549","127","657","2022-03-30T10:17:31.930640Z","2022-03-30T10:17:04Z","SLC","2022-03-30T10:17:04Z","2022-03-30T10:17:31Z","-19.8608","-71.7067","-19.324493","-70.29808","-18.763199","-72.695076","-20.953568","-70.703346","-20.383905","-73.126724","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220330T101704_20220330T101731_042549_05135A_B384.zip","3302.0915269851685","","","0","S1A_IWDV_0657_0663_042549_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20220411T101705_20220411T101732_042724_05193C_74B1","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","42724","127","657","2022-04-11T10:17:32.250667Z","2022-04-11T10:17:05Z","SLC","2022-04-11T10:17:05Z","2022-04-11T10:17:32Z","-19.8608","-71.7063","-19.324799","-70.297638","-18.763445","-72.694794","-20.953367","-70.702789","-20.383648","-73.12632","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220411T101705_20220411T101732_042724_05193C_74B1.zip","3287.4064989089966","","","0","S1A_IWDV_0657_0663_042724_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20220423T101706_20220423T101732_042899_051F0A_BF24","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","42899","127","658","2022-04-23T10:17:32.997889Z","2022-04-23T10:17:06Z","SLC","2022-04-23T10:17:06Z","2022-04-23T10:17:32Z","-19.8862","-71.7254","-19.373388","-70.347443","-18.822781","-72.697578","-20.944914","-70.739014","-20.386383","-73.114098","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220423T101706_20220423T101732_042899_051F0A_BF24.zip","3124.575689315796","","","0","S1A_IWDV_0657_0663_042899_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20220423T101642_20220423T101708_042899_051F0A_A0A9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","42899","127","653","2022-04-23T10:17:08.997214Z","2022-04-23T10:16:42Z","SLC","2022-04-23T10:16:42Z","2022-04-23T10:17:08Z","-18.4202","-71.3515","-17.878778","-69.982361","-17.335398","-72.310844","-19.500824","-70.378891","-18.949587","-72.730965","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220423T101642_20220423T101708_042899_051F0A_A0A9.zip","3377.302526473999","","","0","S1A_IWDV_0652_0658_042899_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20220505T101706_20220505T101733_043074_0524D1_50E9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","43074","127","658","2022-05-05T10:17:33.027807Z","2022-05-05T10:17:06Z","SLC","2022-05-05T10:17:06Z","2022-05-05T10:17:33Z","-19.8855","-71.7226","-19.372694","-70.344559","-18.822081","-72.694778","-20.944218","-70.736122","-20.385679","-73.11129","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220505T101706_20220505T101733_043074_0524D1_50E9.zip","3037.241840362549","","","0","S1A_IWDV_0657_0663_043074_127","","","","","","","","","","",""
