"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","azimuthTime","azimuthAnxTime","samplesPerBurst","subswath"
"S1A_IW_SLC__1SDV_20230325T101646_20230325T101713_047799_05BE2F_0724","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47799","127","653","2023-03-25T10:17:13.768169Z","2023-03-25T10:16:46Z","SLC","2023-03-25T10:16:46Z","2023-03-25T10:17:13Z","-18.4207","-71.3521","-17.879349","-69.983147","-17.336046","-72.311378","-19.501167","-70.379623","-18.950008","-72.73143","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230325T101646_20230325T101713_047799_05BE2F_0724.zip","3309.5606231689453","","","0","S1A_IWDV_0652_0658_047799_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230406T101711_20230406T101737_047974_05C411_DAAD","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47974","127","658","2023-04-06T10:17:37.744949Z","2023-04-06T10:17:11Z","SLC","2023-04-06T10:17:11Z","2023-04-06T10:17:37Z","-19.8861","-71.7244","-19.373404","-70.346573","-18.822901","-72.696564","-20.944578","-70.738014","-20.386156","-73.112938","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230406T101711_20230406T101737_047974_05C411_DAAD.zip","3246.5331888198853","","","0","S1A_IWDV_0657_0663_047974_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230406T101646_20230406T101713_047974_05C411_1643","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","47974","127","653","2023-04-06T10:17:13.752496Z","2023-04-06T10:16:46Z","SLC","2023-04-06T10:16:46Z","2023-04-06T10:17:13Z","-18.4203","-71.3506","-17.878897","-69.981567","-17.335621","-72.309906","-19.500963","-70.378052","-18.949831","-72.72998","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230406T101646_20230406T101713_047974_05C411_1643.zip","3350.2879676818848","","","0","S1A_IWDV_0652_0658_047974_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230418T101711_20230418T101738_048149_05CA00_EFD9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48149","127","658","2023-04-18T10:17:38.070576Z","2023-04-18T10:17:11Z","SLC","2023-04-18T10:17:11Z","2023-04-18T10:17:38Z","-19.8859","-71.7246","-19.373211","-70.346817","-18.822737","-72.696617","-20.944395","-70.738258","-20.386","-73.113007","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230418T101711_20230418T101738_048149_05CA00_EFD9.zip","3310.7149410247803","","","0","S1A_IWDV_0657_0663_048149_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230418T101647_20230418T101714_048149_05CA00_91A8","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48149","127","653","2023-04-18T10:17:14.080179Z","2023-04-18T10:16:47Z","SLC","2023-04-18T10:16:47Z","2023-04-18T10:17:14Z","-18.4202","-71.3507","-17.878696","-69.981804","-17.335449","-72.309959","-19.500896","-70.378326","-18.949793","-72.730064","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230418T101647_20230418T101714_048149_05CA00_91A8.zip","3478.2111024856567","","","0","S1A_IWDV_0652_0658_048149_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230430T101712_20230430T101738_048324_05CFDA_4377","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48324","127","658","2023-04-30T10:17:38.984153Z","2023-04-30T10:17:12Z","SLC","2023-04-30T10:17:12Z","2023-04-30T10:17:38Z","-19.8857","-71.7256","-19.373182","-70.347725","-18.82259","-72.697876","-20.944214","-70.739166","-20.3857","-73.11425","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230430T101712_20230430T101738_048324_05CFDA_4377.zip","3222.4914655685425","","","0","S1A_IWDV_0657_0663_048324_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230430T101648_20230430T101714_048324_05CFDA_D2C0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48324","127","653","2023-04-30T10:17:14.989644Z","2023-04-30T10:16:48Z","SLC","2023-04-30T10:16:48Z","2023-04-30T10:17:14Z","-18.42","-71.3518","-17.878695","-69.982689","-17.335329","-72.311188","-19.500494","-70.379143","-18.949272","-72.731232","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230430T101648_20230430T101714_048324_05CFDA_D2C0.zip","3371.071165084839","","","0","S1A_IWDV_0652_0658_048324_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230524T101713_20230524T101739_048674_05DAB6_681D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48674","127","658","2023-05-24T10:17:39.931416Z","2023-05-24T10:17:13Z","SLC","2023-05-24T10:17:13Z","2023-05-24T10:17:39Z","-19.8857","-71.7243","-19.372972","-70.346451","-18.822445","-72.696419","-20.944267","-70.737938","-20.385817","-73.112846","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230524T101713_20230524T101739_048674_05DAB6_681D.zip","3281.1035013198853","","","0","S1A_IWDV_0657_0663_048674_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230524T101648_20230524T101715_048674_05DAB6_C7DC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48674","127","653","2023-05-24T10:17:15.938962Z","2023-05-24T10:16:48Z","SLC","2023-05-24T10:16:48Z","2023-05-24T10:17:15Z","-18.4199","-71.3504","-17.878349","-69.981392","-17.335049","-72.309715","-19.500658","-70.37796","-18.949499","-72.729866","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230524T101648_20230524T101715_048674_05DAB6_C7DC.zip","3372.6188955307007","","","0","S1A_IWDV_0652_0658_048674_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230605T101714_20230605T101740_048849_05DFEB_72D1","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48849","127","658","2023-06-05T10:17:40.544812Z","2023-06-05T10:17:14Z","SLC","2023-06-05T10:17:14Z","2023-06-05T10:17:40Z","-19.8856","-71.7241","-19.372847","-70.346169","-18.822308","-72.696274","-20.944134","-70.737633","-20.385674","-73.112686","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230605T101714_20230605T101740_048849_05DFEB_72D1.zip","3218.147578239441","","","0","S1A_IWDV_0657_0663_048849_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230605T101649_20230605T101716_048849_05DFEB_DE0F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","48849","127","653","2023-06-05T10:17:16.554414Z","2023-06-05T10:16:49Z","SLC","2023-06-05T10:16:49Z","2023-06-05T10:17:16Z","-18.4197","-71.3502","-17.877981","-69.981064","-17.334677","-72.309486","-19.500654","-70.377701","-18.949492","-72.729721","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230605T101649_20230605T101716_048849_05DFEB_DE0F.zip","3339.8641119003296","","","0","S1A_IWDV_0652_0658_048849_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230617T101715_20230617T101741_049024_05E53F_A2E9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49024","127","658","2023-06-17T10:17:41.447959Z","2023-06-17T10:17:15Z","SLC","2023-06-17T10:17:15Z","2023-06-17T10:17:41Z","-19.8865","-71.7252","-19.373745","-70.347313","-18.823215","-72.697395","-20.94516","-70.738815","-20.386707","-73.113846","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230617T101715_20230617T101741_049024_05E53F_A2E9.zip","3029.096426963806","","","0","S1A_IWDV_0657_0663_049024_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230617T101650_20230617T101717_049024_05E53F_1FF7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49024","127","653","2023-06-17T10:17:17.449339Z","2023-06-17T10:16:50Z","SLC","2023-06-17T10:16:50Z","2023-06-17T10:17:17Z","-18.4204","-71.3513","-17.878878","-69.982208","-17.335575","-72.310646","-19.501183","-70.378761","-18.950024","-72.730782","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230617T101650_20230617T101717_049024_05E53F_1FF7.zip","3196.6302919387817","","","0","S1A_IWDV_0652_0658_049024_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230629T101715_20230629T101741_049199_05EA8C_9EEE","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49199","127","658","2023-06-29T10:17:41.574353Z","2023-06-29T10:17:15Z","SLC","2023-06-29T10:17:15Z","2023-06-29T10:17:41Z","-19.887","-71.7232","-19.374485","-70.345261","-18.823889","-72.695511","-20.945393","-70.736649","-20.386875","-73.111847","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230629T101715_20230629T101741_049199_05EA8C_9EEE.zip","3091.131464958191","","","0","S1A_IWDV_0657_0663_049199_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230629T101650_20230629T101717_049199_05EA8C_92BC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49199","127","653","2023-06-29T10:17:17.583956Z","2023-06-29T10:16:50Z","SLC","2023-06-29T10:16:50Z","2023-06-29T10:17:17Z","-18.4211","-71.3493","-17.879505","-69.98011","-17.336138","-72.308708","-19.501921","-70.376701","-18.950695","-72.728897","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230629T101650_20230629T101717_049199_05EA8C_92BC.zip","3181.9611082077026","","","0","S1A_IWDV_0652_0658_049199_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230711T101716_20230711T101742_049374_05EFFB_09D9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49374","127","658","2023-07-11T10:17:42.986010Z","2023-07-11T10:17:16Z","SLC","2023-07-11T10:17:16Z","2023-07-11T10:17:42Z","-19.887","-71.7263","-19.373899","-70.348251","-18.823317","-72.698318","-20.946047","-70.739983","-20.387537","-73.115005","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230711T101716_20230711T101742_049374_05EFFB_09D9.zip","2948.736801147461","","","0","S1A_IWDV_0657_0663_049374_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230711T101652_20230711T101718_049374_05EFFB_8F2A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49374","127","653","2023-07-11T10:17:18.981223Z","2023-07-11T10:16:52Z","SLC","2023-07-11T10:16:52Z","2023-07-11T10:17:18Z","-18.4208","-71.3523","-17.879162","-69.983139","-17.3358","-72.311584","-19.501705","-70.379791","-18.950483","-72.731834","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230711T101652_20230711T101718_049374_05EFFB_8F2A.zip","3217.33549785614","","","0","S1A_IWDV_0652_0658_049374_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230723T101717_20230723T101743_049549_05F54E_8F66","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49549","127","658","2023-07-23T10:17:43.684706Z","2023-07-23T10:17:17Z","SLC","2023-07-23T10:17:17Z","2023-07-23T10:17:43Z","-19.8866","-71.7258","-19.373993","-70.347961","-18.823423","-72.698067","-20.945032","-70.739388","-20.386539","-73.114441","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230723T101717_20230723T101743_049549_05F54E_8F66.zip","3250.5723543167114","","","0","S1A_IWDV_0657_0663_049549_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230723T101652_20230723T101719_049549_05F54E_7223","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49549","127","653","2023-07-23T10:17:19.696364Z","2023-07-23T10:16:52Z","SLC","2023-07-23T10:16:52Z","2023-07-23T10:17:19Z","-18.421","-71.352","-17.879501","-69.982925","-17.336159","-72.311386","-19.501677","-70.379471","-18.950476","-72.731522","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230723T101652_20230723T101719_049549_05F54E_7223.zip","3350.936357498169","","","0","S1A_IWDV_0652_0658_049549_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230804T101718_20230804T101744_049724_05FAB5_D104","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49724","127","658","2023-08-04T10:17:44.776265Z","2023-08-04T10:17:18Z","SLC","2023-08-04T10:17:18Z","2023-08-04T10:17:44Z","-19.8868","-71.7273","-19.374155","-70.349396","-18.82362","-72.699417","-20.945322","-70.74086","-20.386866","-73.115822","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230804T101718_20230804T101744_049724_05FAB5_D104.zip","2973.1229963302612","","","0","S1A_IWDV_0657_0663_049724_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230804T101653_20230804T101720_049724_05FAB5_CE03","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49724","127","653","2023-08-04T10:17:20.779701Z","2023-08-04T10:16:53Z","SLC","2023-08-04T10:16:53Z","2023-08-04T10:17:20Z","-18.4205","-71.3533","-17.878792","-69.984154","-17.335487","-72.312523","-19.501469","-70.380814","-18.950304","-72.732773","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230804T101653_20230804T101720_049724_05FAB5_CE03.zip","3153.2678079605103","","","0","S1A_IWDV_0652_0658_049724_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230816T101718_20230816T101744_049899_060092_BCFC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49899","127","658","2023-08-16T10:17:44.854799Z","2023-08-16T10:17:18Z","SLC","2023-08-16T10:17:18Z","2023-08-16T10:17:44Z","-19.8868","-71.7246","-19.374146","-70.346649","-18.82358","-72.696732","-20.945431","-70.738152","-20.386944","-73.113174","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230816T101718_20230816T101744_049899_060092_BCFC.zip","3133.755702972412","","","0","S1A_IWDV_0657_0663_049899_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230816T101653_20230816T101720_049899_060092_6C81","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","49899","127","653","2023-08-16T10:17:20.860290Z","2023-08-16T10:16:53Z","SLC","2023-08-16T10:16:53Z","2023-08-16T10:17:20Z","-18.4208","-71.3506","-17.879156","-69.981491","-17.335821","-72.309921","-19.501705","-70.378128","-18.95051","-72.730148","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230816T101653_20230816T101720_049899_060092_6C81.zip","3299.377489089966","","","0","S1A_IWDV_0652_0658_049899_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230828T101719_20230828T101745_050074_06068F_2FEA","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50074","127","658","2023-08-28T10:17:45.696198Z","2023-08-28T10:17:19Z","SLC","2023-08-28T10:17:19Z","2023-08-28T10:17:45Z","-19.8875","-71.7263","-19.37495","-70.348457","-18.824379","-72.698486","-20.945868","-70.739883","-20.387375","-73.114853","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230828T101719_20230828T101745_050074_06068F_2FEA.zip","3152.870934486389","","","0","S1A_IWDV_0657_0663_050074_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230828T101654_20230828T101721_050074_06068F_78F7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50074","127","653","2023-08-28T10:17:21.703744Z","2023-08-28T10:16:54Z","SLC","2023-08-28T10:16:54Z","2023-08-28T10:17:21Z","-18.4214","-71.3523","-17.879715","-69.983223","-17.336374","-72.3116","-19.502264","-70.379875","-18.951063","-72.731842","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230828T101654_20230828T101721_050074_06068F_78F7.zip","3220.159490585327","","","0","S1A_IWDV_0652_0658_050074_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230909T101720_20230909T101746_050249_060C81_B439","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50249","127","658","2023-09-09T10:17:46.239520Z","2023-09-09T10:17:20Z","SLC","2023-09-09T10:17:20Z","2023-09-09T10:17:46Z","-19.886","-71.7258","-19.373468","-70.347809","-18.822832","-72.698051","-20.944492","-70.739265","-20.385933","-73.114449","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230909T101720_20230909T101746_050249_060C81_B439.zip","3295.886595726013","","","0","S1A_IWDV_0657_0663_050249_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230909T101655_20230909T101722_050249_060C81_0ADD","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50249","127","653","2023-09-09T10:17:22.249124Z","2023-09-09T10:16:55Z","SLC","2023-09-09T10:16:55Z","2023-09-09T10:17:22Z","-18.4203","-71.3519","-17.878868","-69.982727","-17.335457","-72.311317","-19.501028","-70.379295","-18.94976","-72.731476","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230909T101655_20230909T101722_050249_060C81_0ADD.zip","3367.5269689559937","","","0","S1A_IWDV_0652_0658_050249_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230921T101720_20230921T101746_050424_061272_DABB","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50424","127","658","2023-09-21T10:17:46.397369Z","2023-09-21T10:17:20Z","SLC","2023-09-21T10:17:20Z","2023-09-21T10:17:46Z","-19.8861","-71.7251","-19.373499","-70.347092","-18.822878","-72.697319","-20.944649","-70.738579","-20.386105","-73.113739","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230921T101720_20230921T101746_050424_061272_DABB.zip","3258.498966217041","","","0","S1A_IWDV_0657_0663_050424_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20230921T101655_20230921T101722_050424_061272_6C63","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50424","127","653","2023-09-21T10:17:22.404916Z","2023-09-21T10:16:55Z","SLC","2023-09-21T10:16:55Z","2023-09-21T10:17:22Z","-18.4202","-71.3511","-17.878647","-69.981949","-17.335255","-72.310524","-19.501059","-70.378571","-18.949806","-72.730736","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230921T101655_20230921T101722_050424_061272_6C63.zip","3360.897918701172","","","0","S1A_IWDV_0652_0658_050424_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231003T101720_20231003T101746_050599_06187C_36E5","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50599","127","658","2023-10-03T10:17:46.719733Z","2023-10-03T10:17:20Z","SLC","2023-10-03T10:17:20Z","2023-10-03T10:17:46Z","-19.8854","-71.7256","-19.372787","-70.34771","-18.822233","-72.697678","-20.943951","-70.739204","-20.385475","-73.114105","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231003T101720_20231003T101746_050599_06187C_36E5.zip","7016.354228019714","","","0","S1A_IWDV_0658_0663_050599_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231003T101655_20231003T101722_050599_06187C_0A53","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50599","127","653","2023-10-03T10:17:22.729335Z","2023-10-03T10:16:55Z","SLC","2023-10-03T10:16:55Z","2023-10-03T10:17:22Z","-18.4198","-71.3517","-17.878296","-69.982651","-17.334965","-72.310974","-19.500471","-70.379227","-18.949286","-72.731133","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231003T101655_20231003T101722_050599_06187C_0A53.zip","7257.732410430908","","","0","S1A_IWDV_0653_0658_050599_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231015T101720_20231015T101746_050774_061E7E_3834","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50774","127","658","2023-10-15T10:17:46.812536Z","2023-10-15T10:17:20Z","SLC","2023-10-15T10:17:20Z","2023-10-15T10:17:46Z","-19.8864","-71.7249","-19.373631","-70.346992","-18.823105","-72.696976","-20.944921","-70.738495","-20.386477","-73.113419","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231015T101720_20231015T101746_050774_061E7E_3834.zip","7016.7609395980835","","","0","S1A_IWDV_0657_0663_050774_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231015T101655_20231015T101722_050774_061E7E_13B4","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50774","127","653","2023-10-15T10:17:22.809806Z","2023-10-15T10:16:55Z","SLC","2023-10-15T10:16:55Z","2023-10-15T10:17:22Z","-18.4201","-71.3508","-17.878639","-69.981827","-17.33534","-72.310165","-19.500696","-70.378349","-18.949543","-72.73027","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231015T101655_20231015T101722_050774_061E7E_13B4.zip","7257.892434120178","","","0","S1A_IWDV_0652_0658_050774_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231027T101720_20231027T101746_050949_06246D_E071","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50949","127","658","2023-10-27T10:17:46.717371Z","2023-10-27T10:17:20Z","SLC","2023-10-27T10:17:20Z","2023-10-27T10:17:46Z","-19.8863","-71.7247","-19.373642","-70.346848","-18.823122","-72.696838","-20.944809","-70.738319","-20.38637","-73.113243","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231027T101720_20231027T101746_050949_06246D_E071.zip","7016.69794178009","","","0","S1A_IWDV_0657_0663_050949_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231027T101655_20231027T101722_050949_06246D_B5DC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","50949","127","653","2023-10-27T10:17:22.722862Z","2023-10-27T10:16:55Z","SLC","2023-10-27T10:16:55Z","2023-10-27T10:17:22Z","-18.4201","-71.3507","-17.878405","-69.981621","-17.335112","-72.309967","-19.50108","-70.378296","-18.94993","-72.730225","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231027T101655_20231027T101722_050949_06246D_B5DC.zip","7257.754315376282","","","0","S1A_IWDV_0652_0658_050949_127","","","","","","","","","","",""
"S1A_IW_SLC__1SDV_20231108T101719_20231108T101745_051124_062A73_0600","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","51124","127","658","2023-11-08T10:17:45.919487Z","2023-11-08T10:17:19Z","SLC","2023-11-08T10:17:19Z","2023-11-08T10:17:45Z","-19.8855","-71.7237","-19.373083","-70.346001","-18.822594","-72.695755","-20.943764","-70.737381","-20.385357","-73.112045","","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231108T101719_20231108T101745_051124_062A73_0600.zip","7016.140787124634","","","0","S1A_IWDV_0658_0663_051124_127","","","","","","","","","","",""
